,Stock,A,B,C,D,J,K,M,N,P,Q,W,X,Y,Z,
2151,ITC,0,0.053648069,0.01788269,0.499284692,0,0.035765379,0,0.160944206,0.107296137,0.035765379,0,0,0,0.089413448,1
2152,ITG,0,0,0,0.533333333,0,0.2,0,0.2,0.033333333,0.033333333,0,0,0,0,1
2153,ITM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2154,ITMN,0,0.013315579,0,0.680426099,0,0.079893475,0,0,0.079893475,0.013315579,0,0,0,0.133155792,1
2155,ITOT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2156,ITR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2157,ITRI,0,0,0.142857143,0.142857143,0,0.142857143,0,0,0.071428571,0.214285714,0,0,0,0.285714286,1
2158,ITT,0,0.035977694,0,0.298614859,0.017988847,0,0,0.215866163,0.089944235,0.143730887,0.017988847,0,0,0.179888469,1
2159,ITUB,0,0.019419415,0,0.385386613,0.024412979,0.048737183,0,0.225537086,0.072417773,0.113742288,0,0.006658085,0.01331617,0.090372409,1
2160,ITW,0,0.029427317,0.001149505,0.682207968,0.005747523,0.031036623,0,0.095891671,0.066153988,0.031036623,0.003448514,0.004598018,0.005287721,0.04401453,1
2161,IVAN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2162,IVC,0,0,0,0.086956522,0,0,0,0.391304348,0.47826087,0,0,0,0.043478261,0,1
2163,IVE,0,0,0,0.625,0,0,0,0,0.041666667,0.083333333,0.041666667,0,0.041666667,0.166666667,1
2164,IVOG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2165,IVOO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2166,IVOV,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2167,IVR,0,0.006135973,0,0.274666612,0.042951812,0.014317271,0,0.294465352,0.05113311,0.231837519,0.004090649,0,0.016362595,0.064039107,1
2168,IVV,0,0.001916406,0,0.529713881,0.025967306,0.035664322,0,0,0.10446331,0.183170119,0,0.001916406,0.021099634,0.096088615,1
2169,IVW,0,0.073637703,0,0.293078056,0,0.265095729,0,0,0.220913108,0.147275405,0,0,0,0,1
2170,IVZ,0,0.013651949,0.000525075,0.36714291,0.011026574,0.023486603,0,0.177538344,0.077711093,0.207772159,0.0021003,0.022053148,0.00315045,0.093841396,1
2171,IWB,0,0,0,0.629185185,0.059259259,0,0,0,0.281481481,0.007407407,0,0,0,0.022666667,1
2172,IWC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2173,IWD,0,0.022900763,0,0.351145038,0,0.045801527,0,0,0.320610687,0.061068702,0.007633588,0.007633588,0,0.183206107,1
2174,IWF,0,0.016299254,0,0.507192046,0,0.012224441,0,0,0.214049957,0.103541013,0,0.004074814,0,0.142618475,1
2175,IWN,0,0.00849329,0,0.366910141,0,0.016986581,0,0,0.361304569,0.186852387,0,0,0,0.059453032,1
2176,IWO,0,0,0,0.322580645,0.010405827,0.020811655,0,0,0.166493236,0.386056191,0,0,0,0.093652445,1
2177,IWP,0,0,0,0.338443161,0,0,0,0,0.581923153,0.019908421,0,0.019908421,0,0.039816843,1
2178,IWR,0,0.208333333,0,0.322916667,0,0,0,0,0.3125,0.104166667,0,0,0,0.052083333,1
2179,IWS,0,0,0,0.20385337,0.007216048,0.007216048,0,0,0.378770385,0.021648145,0,0,0,0.381296002,1
2180,IWV,0,0.050226017,0,0.306378704,0.100452034,0,0,0,0.241587142,0.050226017,0,0,0,0.251130085,1
2181,IWW,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2182,IX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2183,IXJ,0,0,0,0.107067409,0.009602458,0,0,0,0.883330133,0,0,0,0,0,1
2184,IXP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2185,IYC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2186,IYE,0,0,0,0.536500579,0,0,0,0,0.115874855,0,0,0,0,0.347624565,1
2187,IYF,0,0,0,0.283901136,0,0.300601202,0,0,0.382097528,0.033400134,0,0,0,0,1
2188,IYH,0,0,0,0.366300366,0,0,0,0,0.633699634,0,0,0,0,0,1
2189,IYJ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2190,IYK,0,0,0,0.909090909,0.090909091,0,0,0,0,0,0,0,0,0,1
2191,IYLD,0,0,0,0.066623753,0,0,0,0,0,0,0,0,0,0.933376247,1
2192,IYM,0,0,0,0.7,0,0.1,0,0,0.2,0,0,0,0,0,1
2193,IYR,0,0.004953847,0,0.140524117,0.004953847,0.045360723,0,0,0.17781007,0.261596129,0.003302564,0.026420516,0.019815387,0.315262802,1
2194,IYT,0,0,0,0.308324769,0.023638232,0.041109969,0,0,0.483042138,0.041109969,0,0,0,0.102774923,1
2195,IYW,0,0,0,0.233333333,0,0.133333333,0,0,0.433333333,0.166666667,0,0,0,0.033333333,1
2196,IYY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2197,IYZ,0,0,0,0.875,0,0.041666667,0,0,0.083333333,0,0,0,0,0,1
2198,JACK,0,0.035714286,0,0.25,0,0.25,0,0,0,0.392857143,0,0,0,0.071428571,1
2199,JAH,0,0.050639904,0.004603628,0.392781512,0.004603628,0.119233956,0,0.161126968,0.055243532,0.050639904,0,0,0.009207255,0.151919713,1
2200,JAKK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2201,JASO,0,0,0,0.857142857,0,0,0,0,0.023809524,0.119047619,0,0,0,0,1
2202,JAXB,0,0,0,0.801212603,0,0,0,0,0,0.198787397,0,0,0,0,1
2203,JAZZ,0,0.001688362,0.001688362,0.578584815,0.173901298,0.029715173,0,0,0.121562073,0.074287933,0,0,0,0.018571983,1
2204,JBHT,0,0.009861447,0,0.162270105,0.039445787,0.108475913,0,0,0.064099403,0.189832848,0,0,0,0.426014496,1
2205,JBL,0,0.01975764,0,0.641267123,0.015740253,0.079030558,0,0.184931507,0.032929399,0.01975764,0,0,0,0.00658588,1
2206,JBLU,0,0,0,0.329097356,0.012175263,0.176541312,0,0,0.149146971,0.248070982,0,0,0.001521908,0.083446208,1
2207,JBR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2208,JBSS,0,0,0,0.857142857,0,0,0,0,0,0,0,0,0,0.142857143,1
2209,JBT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2210,JCE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2211,JCI,0,0.010493469,0,0.608393807,0.027092404,0.024668602,0,0.087155298,0.066095791,0.077890663,0.000967586,0.000967586,0.007256894,0.0890179,1
2212,JCOM,0,0,0,0.444444444,0,0,0,0,0.111111111,0.444444444,0,0,0,0,1
2213,JCP,0,0.005063798,0.002284884,0.508174328,0.007873588,0.111550522,0,0.092243868,0.121270544,0.108382561,0.001605594,0.000617536,0.009571813,0.031360964,1
2214,JDD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2215,JDSU,0,0.001460792,0,0.253301391,0.005843169,0.069241557,0,0,0.098472011,0.464371275,0,0.002921585,0,0.10438822,1
2216,JE,0,0.047736495,0,0.767284589,0,0.007956082,0,0.049725515,0,0.119341236,0,0,0,0.007956082,1
2217,JEC,0,0.075316809,0,0.199250817,0,0.007970033,0,0.079700327,0.071730294,0.191280784,0,0,0,0.374750936,1
2218,JFR,0,0,0,0,0,0,0,0.304414003,0.695585997,0,0,0,0,0,1
2219,JGBD,0,0,0,0.75,0,0,0,0,0.25,0,0,0,0,0,1
2220,JGBS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2221,JGT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2222,JGV,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2223,JHP,0,0,0,0.028066236,0,0,0,0.326410328,0.196463654,0.112264945,0,0,0.196463654,0.140331182,1
2224,JHS,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2225,JIVE,0,0,0,0.955908289,0,0,0,0,0,0,0,0,0,0.044091711,1
2226,JJA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2227,JJC,0,0,0,0.029411765,0,0,0,0,0.794117647,0.117647059,0,0,0,0.058823529,1
2228,JJG,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2229,JJP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2230,JKD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2231,JKHY,0,0.083333333,0,0.166666667,0,0,0,0,0.166666667,0.416666667,0,0,0,0.166666667,1
2232,JKJ,0,0,0,0.487704918,0,0,0,0,0.512295082,0,0,0,0,0,1
2233,JKK,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2234,JKL,0,0,0,0.428571429,0,0,0,0,0.571428571,0,0,0,0,0,1
2235,JKS,0,0,0,0.593495935,0,0.243902439,0,0.048780488,0.048780488,0.06504065,0,0,0,0,1
2236,JLA,0,0,0,0.177777778,0,0,0,0.822222222,0,0,0,0,0,0,1
2237,JLL,0,0,0,0.538461538,0,0.076923077,0,0.153846154,0.153846154,0,0,0.076923077,0,0,1
2238,JLS,0,0,0,0,0,0.147058824,0,0.411764706,0.294117647,0,0,0,0,0.147058824,1
2239,JMBA,0,0.014778325,0.034482759,0.778325123,0,0.014778325,0,0,0.02955665,0.128078818,0,0,0,0,1
2240,JMF,0,0,0,0.363636364,0,0.181818182,0,0.454545455,0,0,0,0,0,0,1
2241,JMI,0,0,0,0.603960396,0,0,0,0.099009901,0.297029703,0,0,0,0,0,1
2242,JMPB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2243,JMT,0,0,0,0.6,0,0,0,0,0,0,0,0,0.4,0,1
2244,JNJ,0,0.018764214,0,0.352102218,0.011675096,0.035445592,0,0.208484526,0.187927017,0.119202731,0.014477119,0.002802023,0.007005058,0.042114407,1
2245,JNK,0,0,0.015126194,0.302438188,0,0.034280327,0,0,0.21360929,0.136714231,0,0,0,0.297831769,1
2246,JNPR,0,0.005578023,0,0.642546367,0.004183517,0.008367034,0,0.21613443,0.045098313,0.048807698,0,0,0.012550551,0.016734068,1
2247,JNS,0,0.030241725,0.005214091,0.351429704,0.002085636,0.030241725,0,0.272269381,0.099516132,0.146432519,0.013556635,0,0.004171272,0.044841179,1
2248,JNY,0,0,0,0.047619048,0,0,0,0.095238095,0.714285714,0.079365079,0,0,0,0.063492063,1
2249,JO,0,0.020815987,0,0.916736053,0,0,0,0,0,0.041631973,0,0,0,0.020815987,1
2250,JOBS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2251,JOE,0,0.074128984,0,0.258710156,0,0.074128984,0,0.222386953,0.370644922,0,0,0,0,0,1
2252,JOEZ,0,0,0,0.952606635,0,0.004739336,0,0,0.028436019,0.009478673,0,0,0,0.004739336,1
2253,JOF,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2254,JOSB,0,0.056179775,0,0.550561798,0.02247191,0.056179775,0,0,0.033707865,0.235955056,0,0,0,0.04494382,1
2255,JOUT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2256,JOY,0,0.002085593,0,0.284537416,0.014599149,0.130349545,0,0.162259114,0.230457996,0.106886627,0.004171185,0,0.006256778,0.058396596,1
2257,JPI,0,0,0,0.110864745,0,0,0,0.554323725,0,0,0,0,0,0.33481153,1
2258,JPM,0,0.013717834,0.0005793,0.436134058,0.028426272,0.082996374,0,0.07780198,0.072329522,0.161653787,0.006250652,0.013393426,0.013109569,0.093607227,1
2259,JPP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2260,JPS,0,0,0,0.824324324,0,0,0,0.148648649,0,0,0,0,0,0.027027027,1
2261,JPZ,0,0.222222222,0,0.111111111,0,0,0,0.666666667,0,0,0,0,0,0,1
2262,JQC,0,0,0,0.836363636,0,0,0,0.109090909,0,0,0,0.054545455,0,0,1
2263,JRCC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2264,JRN,0,0,0,0,0.038461538,0.346153846,0,0.423076923,0,0.038461538,0,0,0.153846154,0,1
2265,JRO,0,0,0,0.071428571,0,0,0,0.928571429,0,0,0,0,0,0,1
2266,JRS,0.076923077,0,0,0.615384615,0,0.230769231,0,0,0,0,0,0,0,0.076923077,1
2267,JSD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2268,JSM,0,0,0,0,0,0,0,0,0.133958473,0.866041527,0,0,0,0,1
2269,JSN,0,0,0,0.346153846,0,0,0,0.269230769,0.384615385,0,0,0,0,0,1
2270,JTA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2271,JTP,0,0,0,0,0,0,0,0.304474708,0.598249027,0,0,0,0,0.097276265,1
2272,JWN,0,0.03074558,0,0.315142198,0.017755573,0.056110684,0,0.172867025,0.107609531,0.184473482,0,0,0,0.115295926,1
2273,JZC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2274,K,0,0.021026957,0,0.214306741,0.004205391,0.109340174,0,0.581689726,0.025232348,0.031582489,0.004205391,0,0.004205391,0.004205391,1
2275,KALU,0,0,0,0.125786164,0,0.251572327,0,0,0.245283019,0.251572327,0,0,0,0.125786164,1
2276,KAR,0,0.006367804,0,0.082781457,0,0.057310239,0,0.070045848,0.579724911,0.120988283,0.025471218,0,0,0.057310239,1
2277,KB,0,0.05,0,0.65,0,0.1,0,0.125,0,0.075,0,0,0,0,1
2278,KBALB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2279,KBE,0,0,0,0.25,0.046511628,0.063953488,0,0,0.209302326,0.087209302,0.034883721,0.186046512,0,0.122093023,1
2280,KBH,0,0.002872586,0.000478764,0.474225718,0.005745173,0.163186847,0,0.060807867,0.173116421,0.106692648,0,0,0,0.012873975,1
2281,KBIO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2282,KBR,0,0.039339103,0,0.609756098,0,0.114870181,0,0.078678206,0.059008655,0.039339103,0.019669552,0,0,0.039339103,1
2283,KBWC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2284,KBWP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2285,KBWY,0,0,0,0.8,0,0,0,0,0.2,0,0,0,0,0,1
2286,KCAP,0,0,0,0.928571429,0,0,0,0,0,0.035714286,0,0,0,0.035714286,1
2287,KCE,0,0,0,0.020408163,0,0,0,0,0.102040816,0.142857143,0,0,0,0.734693878,1
2288,KCG,0,0.022065313,0,0.088261253,0.044130627,0.022065313,0,0.054832304,0.06619594,0.285635481,0.022065313,0.011032657,0,0.383715799,1
2289,KCLI,0,0,0,0.5,0,0.25,0,0,0.25,0,0,0,0,0,1
2290,KDN,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2291,KED,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2292,KEG,0,0.00404171,0,0.552946407,0,0.076792499,0,0.048500525,0.169792256,0.097809393,0,0.016166842,0,0.033950368,1
2293,KELYA,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,1
2294,KEM,0,0,0,0.785714286,0,0,0,0.214285714,0,0,0,0,0,0,1
2295,KEP,0,0,0,0.2,0,0,0,0.55,0.05,0,0,0,0.1,0.1,1
2296,KERX,0,0.00108076,0,0.674242793,0.006484559,0.094550269,0,0,0.094323309,0.100829483,0.00054038,0.010267218,0.00108076,0.01660047,1
2297,KEX,0,0.076923077,0,0.615384615,0,0,0,0.153846154,0,0.153846154,0,0,0,0,1
2298,KEY,0,0.044869842,0,0.318371826,0.04569193,0.018350173,0,0.172818256,0.033202802,0.129677,0.002202021,0.023121218,0.009175086,0.202519846,1
2299,KEYW,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2300,KFN,0,0,0,0.310404768,0,0.297988577,0,0.099826173,0.285572386,0,0,0,0,0.006208095,1
2301,KFRC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2302,KFY,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0,0.4,1
2303,KGC,0,0.011001244,0.002095475,0.587272608,0.006742191,0.029231877,0,0.032579399,0.045010805,0.13233711,0.002619344,0.002357409,0.003929016,0.144823522,1
2304,KHI,0,0,0,0.6,0,0,0,0.4,0,0,0,0,0,0,1
2305,KIE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2306,KIM,0,0.115891641,0,0.292046936,0,0.086918731,0,0.085035492,0.173837462,0.188323917,0,0,0,0.057945821,1
2307,KIOR,0,0,0,0.27605245,0.069013112,0.069013112,0,0,0,0.27605245,0,0,0,0.309868875,1
2308,KIPS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2309,KIRK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2310,KKD,0,0.050213407,0,0.447652523,0,0.033475605,0,0.14227132,0.133902419,0.159009122,0,0,0.008368901,0.025106703,1
2311,KKR,0,0.006455222,0,0.426238327,0.004303482,0.009984077,0,0.047338297,0.479386324,0.015062185,0,0,0,0.011232087,1
2312,KLAC,0,0.15885426,0,0.315474689,0.046838407,0.061286255,0,0,0.117744551,0.146352009,0,0,0.060925959,0.09252387,1
2313,KLIC,0,0,0,0.648648649,0.027027027,0.027027027,0,0,0,0.243243243,0,0.027027027,0,0.027027027,1
2314,KMB,0,0.043841062,0,0.401759488,0.01169095,0.129360359,0,0.044571746,0.160750559,0.075742741,0.004384106,0.005845475,0.010229581,0.111823934,1
2315,KMF,0,0.083333333,0,0.916666667,0,0,0,0,0,0,0,0,0,0,1
2316,KMG,0,0,0,0.885714286,0,0,0,0,0,0,0,0,0,0.114285714,1
2317,KMI,0,0.005281281,0.001056256,0.557238524,0.005281281,0.047637155,0,0.120254769,0.109956271,0.10681919,0.002112512,0,0,0.044362761,1
2318,KMP,0,0,0,0.575185185,0.009259259,0,0,0.262962963,0.07462963,0.068703704,0,0,0,0.009259259,1
2319,KMPR,0,0,0,0.6875,0,0,0,0.25,0.0625,0,0,0,0,0,1
2320,KMR,0,0.055617353,0,0.56618465,0,0.022246941,0,0.266963293,0.022246941,0.044493882,0.011123471,0,0,0.011123471,1
2321,KMT,0,0,0,0.309299672,0.028526601,0.014263301,0,0.408073028,0.028526601,0.118599344,0.014263301,0.00713165,0.021394951,0.049921552,1
2322,KMX,0,0.118077668,0,0.538784755,0.009848012,0.093654597,0,0.12802416,0.052522732,0.032826708,0.003282671,0,0.003282671,0.019696025,1
2323,KND,0,0,0,0,0.25,0.25,0,0,0.25,0.25,0,0,0,0,1
2324,KNDI,0,0,0,0.961538462,0,0,0,0,0,0,0,0,0,0.038461538,1
2325,KNL,0,0.027027027,0,0.864864865,0,0,0,0.027027027,0.081081081,0,0,0,0,0,1
2326,KNM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2327,KNX,0,0,0,0.5,0.166666667,0,0,0.277777778,0.055555556,0,0,0,0,0,1
2328,KO,0,0.008641624,0,0.369002101,0.013128208,0.075694947,0,0.258589956,0.087453929,0.13431332,0.002152871,0.011625504,0.003014019,0.036383521,1
2329,KOF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2330,KOG,0,0.000549013,0,0.540585797,0.008421862,0.081308847,0,0.029564358,0.154453869,0.110368113,0.001647039,0.014548848,0.001647039,0.056905213,1
2331,KOL,0,0.076923077,0,0.846153846,0.076923077,0,0,0,0,0,0,0,0,0,1
2332,KOLD,0,0,0,0.8,0,0,0,0,0,0.2,0,0,0,0,1
2333,KOP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2334,KORS,0,0.009820356,0.002283804,0.541731945,0.008678454,0.050533725,0,0.133403827,0.144119434,0.074294419,0,0,0.010692769,0.024441267,1
2335,KOS,0,0.009836711,0,0.6492229,0.019673421,0.009836711,0,0.068856974,0.065512493,0.088530395,0,0,0,0.088530395,1
2336,KR,0,0.005065189,0,0.551700384,0.02840558,0.028273885,0,0.147478042,0.079016948,0.134734027,0.002026076,0.011143416,0.002026076,0.010130378,1
2337,KRC,0,0,0,0.375,0,0,0,0.25,0.125,0.25,0,0,0,0,1
2338,KRE,0,0,0,0.505764612,0,0.008006405,0,0,0.365292234,0.068895116,0,0,0,0.052041633,1
2339,KRFT,0,0.061259822,0,0.364922093,0.007990412,0.042615528,0,0,0.156984951,0.310294313,0,0,0.005326941,0.05060594,1
2340,KRG,0,0.129198966,0,0.655469423,0,0,0,0.215331611,0,0,0,0,0,0,1
2341,KRO,0,0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,1
2342,KS,0,0.014170327,0,0.496386567,0,0.042510982,0,0.255065892,0.028340655,0.099333995,0,0,0.064191583,0,1
2343,KSM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2344,KSS,0,0.023978899,0,0.326912317,0,0.095915594,0,0.2576133,0.1277276,0.135880425,0,0,0,0.031971865,1
2345,KSU,0,0.00909463,0,0.627529444,0.004547315,0.119048702,0,0.060342868,0.088126961,0.045836933,0.00909463,0.004547315,0.013641944,0.018189259,1
2346,KT,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0.333333333,1
2347,KTCC,0,0,0,0.916666667,0,0,0,0,0,0,0,0,0,0.083333333,1
2348,KTF,0,0,0,0.791907514,0,0,0,0.150289017,0.057803468,0,0,0,0,0,1
2349,KTOS,0,0.066666667,0,0.577777778,0,0.066666667,0,0,0.022222222,0.155555556,0,0,0.044444444,0.066666667,1
2350,KTP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2351,KVHI,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.75,1
2352,KW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2353,KWK,0,0.013526309,0.473420803,0.354118761,0,0,0,0,0.013526309,0.145407818,0,0,0,0,1
2354,KWR,0,0,0,0.428571429,0,0,0,0.142857143,0.142857143,0.142857143,0,0,0,0.142857143,1
2355,KYE,0,0,0,0.5,0,0,0,0.375,0.125,0,0,0,0,0,1
2356,KYN,0,0,0,0.833882482,0,0,0,0.074592715,0.027457441,0.064067362,0,0,0,0,1
2357,KYO,0,0,0,0,0,0,0,0.172413793,0.275862069,0.275862069,0,0,0,0.275862069,1
2358,KYTH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2359,L,0,0.014596835,0,0.448998657,0.046709873,0.017516202,0,0.146435453,0.139487359,0.067145443,0.005838734,0.002919367,0.017516202,0.092835873,1
2360,LABL,0,0,0,0.961538462,0,0,0,0,0,0,0,0,0,0.038461538,1
2361,LACO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2362,LAD,0,0,0,0.47826087,0,0,0,0.173913043,0.260869565,0,0,0,0,0.086956522,1
2363,LAG,0,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0.444444444,1
2364,LAMR,0,0,0,0.703125,0,0,0,0,0.015625,0.234375,0,0,0,0.046875,1
2365,LANC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2366,LAS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2367,LAWS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2368,LAYN,0,0,0,0.571428571,0,0,0,0,0.142857143,0.285714286,0,0,0,0,1
2369,LAZ,0,0,0,0.52,0,0,0,0.12,0.12,0.12,0,0,0,0.12,1
2370,LBAI,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2371,LBJ,0,0,0,0.725490196,0,0,0,0,0.274509804,0,0,0,0,0,1
2372,LBTYA,0,0.004433476,0,0.694297072,0.007389126,0.022063931,0,0,0.068718873,0.165501648,0,0,0.017733903,0.019861971,1
2373,LBTYK,0,0.023255814,0,0.255813953,0,0.023255814,0,0,0.093023256,0.255813953,0.093023256,0.093023256,0.023255814,0.139534884,1
2374,LBY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2375,LCC,0,0.002027613,0.00031194,0.769895562,0.00686269,0.027436723,0,0.022604765,0.097344139,0.056417551,0.00031194,0.002027613,0.006804981,0.007954482,1
2376,LCI,0,0.095238095,0,0,0,0,0,0,0.904761905,0,0,0,0,0,1
2377,LCM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2378,LCUT,0,0,0,0.517839923,0,0,0,0,0,0.482160077,0,0,0,0,1
2379,LDK,0,0,0,0.841713535,0,0,0,0.02357458,0.006735594,0.127976291,0,0,0,0,1
2380,LDL,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.666666667,1
2381,LDP,0,0.133333333,0,0.266666667,0,0,0,0.333333333,0,0.066666667,0,0.133333333,0,0.066666667,1
2382,LEA,0,0,0,0.365853659,0,0.195121951,0,0.073170732,0.073170732,0.12195122,0,0,0,0.170731707,1
2383,LEAP,0,0.012987013,0,0.090909091,0,0.285714286,0,0,0.194805195,0.415584416,0,0,0,0,1
2384,LECO,0,0.014440433,0,0.711191336,0.014440433,0.072202166,0,0,0.028880866,0.057761733,0,0.014440433,0,0.086642599,1
2385,LEDS,0,0,0,0.886597938,0,0,0,0,0.030927835,0.082474227,0,0,0,0,1
2386,LEE,0,0,0.0020811,0.260564186,0,0.036596152,0,0.271583613,0.24366565,0.179265996,0,0,0,0.006243301,1
2387,LEG,0,0.016888088,0,0.600315244,0,0.028146814,0,0.067552353,0.056293628,0.146363432,0.005629363,0,0.016888088,0.06192299,1
2388,LEMB,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2389,LEN,0,0.021534584,0.00170571,0.543349545,0.004477488,0.093824691,0,0.126049811,0.06996821,0.092035828,0.004690702,0.000426427,0.005330343,0.036606661,1
2390,LEO,0,0,0,0.252737995,0,0,0,0,0.336983993,0,0,0,0,0.410278012,1
2391,LF,0,0,0,0.26674938,0,0.111662531,0,0.23573201,0.17369727,0.117866005,0.006203474,0,0,0.08808933,1
2392,LFC,0,0.045413261,0,0.227066303,0,0.124886467,0,0.469800182,0.011353315,0.064713896,0,0.011353315,0,0.045413261,1
2393,LFL,0,0.046309295,0,0.274701468,0.013865058,0.100521673,0,0.542071786,0.006932529,0.008665661,0.003466265,0,0,0.003466265,1
2394,LFVN,0,0,0,0.076923077,0,0,0,0,0.769230769,0.153846154,0,0,0,0,1
2395,LG,0,0.035739814,0,0.632594711,0,0.081486776,0,0.12508935,0.053609721,0.035739814,0,0,0,0.035739814,1
2396,LGCY,0,0,0,0.760252366,0,0,0,0,0.012618297,0.189274448,0,0,0,0.03785489,1
2397,LGF,0,0.034027108,0,0.209833834,0.017013554,0.005671185,0,0.329382408,0.256621108,0.130437248,0,0,0,0.017013554,1
2398,LGI,0,0,0,0.9,0,0,0,0.1,0,0,0,0,0,0,1
2399,LGND,0,0.033388982,0.300500835,0.532554257,0,0,0,0,0,0.133555927,0,0,0,0,1
2400,LGP,0,0.076923077,0,0.153846154,0,0.153846154,0,0.461538462,0.076923077,0.076923077,0,0,0,0,1
2401,LH,0,0.069297244,0.002717539,0.765870428,0.008152617,0.008152617,0,0.058943421,0.024457851,0.020286429,0.001358769,0,0.008152617,0.032610468,1
2402,LHO,0,0,0,0.262123198,0,0.02621232,0,0.287024902,0.314547837,0.083879423,0.02621232,0,0,0,1
2403,LIFE,0,0.027953419,0,0.53790429,0.020470363,0.025360506,0,0,0.045637538,0.177944321,0.014784151,0,0.025019333,0.124926079,1
2404,LII,0,0.045454545,0,0.477272727,0,0.068181818,0,0.295454545,0,0.068181818,0.022727273,0,0,0.022727273,1
2405,LINE,0,0,0,0.868195956,0,0,0,0,0,0.131804044,0,0,0,0,1
2406,LINTA,0,0.015179114,0,0.255388585,0.051305404,0.02276867,0,0,0.030358227,0.533925319,0.007589557,0,0.007589557,0.075895568,1
2407,LIOX,0,0,0,0.736842105,0,0,0,0,0,0.157894737,0,0,0,0.105263158,1
2408,LIVE,0,0,0,0.932832375,0,0.004197977,0,0,0.020989883,0.041979766,0,0,0,0,1
